Filename,Name,Type,Has_X,Has_Y,Has_Alpha,Has_CL,Error
ht13.dat,HT 13,coordinates,Yes,Yes,No,No,
ht14.dat,HT 14,coordinates,Yes,Yes,No,No,
ht21.dat,HT21,coordinates,Yes,Yes,No,No,
ht22.dat,HT22,coordinates,Yes,Yes,No,No,
ht23.dat,HT23,coordinates,Yes,Yes,No,No,
ht33.dat,HT33,coordinates,Yes,Yes,No,No,
ht34.dat,HT34,coordinates,Yes,Yes,No,No,
ht35.dat,HT35,coordinates,Yes,Yes,No,No,
isa571.dat,I.S.A. 571,coordinates,Yes,Yes,No,No,
isa960.dat,I.S.A. 960,coordinates,Yes,Yes,No,No,
isa961.dat,I.S.A. 961,coordinates,Yes,Yes,No,No,
isa962.dat,I.S.A. 962,coordinates,Yes,Yes,No,No,
ist-mt1-12.dat,IST-MT1-12,coordinates,Yes,Yes,No,No,
ist-mt1-15.dat,IST-MT1-15,coordinates,Yes,Yes,No,No,
ist-mt1-18.dat,IST-MT1-18,coordinates,Yes,Yes,No,No,
ist-mt1-21.dat,IST-MT1-21,coordinates,Yes,Yes,No,No,
ist-mt1-24.dat,IST-MT1-24,coordinates,Yes,Yes,No,No,
j5012.dat,J5012   12%,coordinates,Yes,Yes,No,No,
jn153.dat,JN-153 AIRFOIL,coordinates,Yes,Yes,No,No,
joukowsk.dat,12% JOUKOWSKI AIRFOIL,coordinates,Yes,Yes,No,No,
jx-gs-04.dat,JX-GS-04,coordinates,Yes,Yes,No,No,
jx-gs-06.dat,JX-GS-06,coordinates,Yes,Yes,No,No,
jx-gs-10.dat,JX-GS-10,coordinates,Yes,Yes,No,No,
jx-gs-15.dat,JX-GS-15,coordinates,Yes,Yes,No,No,
k1.dat,NYU/GRUMMAN K-1 AIRFOIL,coordinates,Yes,Yes,No,No,
k2.dat,GRUMMAN K-2 AIRFOIL,coordinates,Yes,Yes,No,No,
k3.dat,GRUMMAN K-3 AIRFOIL,coordinates,Yes,Yes,No,No,
k3311.dat,K3311  (original),coordinates,Yes,Yes,No,No,
k3311sm.dat,K3311 (smoothed),coordinates,Yes,Yes,No,No,
kc135a.dat,KC-135 BL52.44 AIRFOIL,coordinates,Yes,Yes,No,No,
kc135b.dat,KC-135 BL124.32 AIRFOIL,coordinates,Yes,Yes,No,No,
kc135c.dat,KC-135 BL200.76 AIRFOIL,coordinates,Yes,Yes,No,No,
kc135d.dat,KC-135 BL351.6 AIRFOIL,coordinates,Yes,Yes,No,No,
kc135winglet.dat,KC-135 Winglet (supercritical Whitcomb),coordinates,Yes,Yes,No,No,
kenmar.dat,KENNEDY AND MARSDEN AIRFOIL,coordinates,Yes,Yes,No,No,
l1003.dat,LIEBECK L1003 AIRFOIL,coordinates,Yes,Yes,No,No,
l188root.dat,LOCKHEED L-188 ROOT AIRFOIL,coordinates,Yes,Yes,No,No,
l188tip.dat,LOCKHEED L-188 TIP AIRFOIL,coordinates,Yes,Yes,No,No,
l7769.dat,LISSAMAN 7769 AIRFOIL,coordinates,Yes,Yes,No,No,
la203a.dat,DOUGLAS LA203A AIRFOIL,coordinates,Yes,Yes,No,No,
la2573a.dat,LA2573A,coordinates,Yes,Yes,No,No,
la5055.dat,LIEBECK LA5055 AIRFOIL,coordinates,Yes,Yes,No,No,
lds2.dat,LDS-2 AIRFOIL,coordinates,Yes,Yes,No,No,
legionair140_sm.dat,Legionair 140 (digitized and smoothed by MSelig),coordinates,Yes,Yes,No,No,
lg10sc.dat,LOCKHEED-GEORGIA SUPERCRITICAL AIRFOIL,coordinates,Yes,Yes,No,No,
lnv109a.dat,LNV109A,coordinates,Yes,Yes,No,No,
lrn1007.dat,lrn1007,coordinates,Yes,Yes,No,No,
lrn1015.dat,NASA LRN 1015 (NASA TM 102840),coordinates,Yes,Yes,No,No,
ls013.dat,NASA/LANGLEY LS(1)-0013 AIRFOIL,coordinates,Yes,Yes,No,No,
ls413.dat,NASA/LANGLEY LS(1)-0413 (GA(W)-2) AIRFOIL,coordinates,Yes,Yes,No,No,
ls413mod.dat,NASA/LANGLEY LS(1)-0413MOD AIRFOIL,coordinates,Yes,Yes,No,No,
ls417.dat,NASA/LANGLEY LS(1)-0417 (GA(W)-1) AIRFOIL,coordinates,Yes,Yes,No,No,
ls417mod.dat,NASA/LANGLEY LS(1)-0417MOD AIRFOIL,coordinates,Yes,Yes,No,No,
ls421.dat,NASA/LANGLEY LS(1)-0421 AIRFOIL,coordinates,Yes,Yes,No,No,
ls421mod.dat,NASA/LANGLEY LS(1)-0421MOD AIRFOIL,coordinates,Yes,Yes,No,No,
lwk79100.dat,LWK 79-100,coordinates,Yes,Yes,No,No,
lwk80080.dat,LWK 80-080,coordinates,Yes,Yes,No,No,
lwk80100.dat,LWK 80-100,coordinates,Yes,Yes,No,No,
lwk80120k25.dat,LWK 80-120/K25,coordinates,Yes,Yes,No,No,
lwk80150k25.dat,LWK 80-150/K25,coordinates,Yes,Yes,No,No,
m1.dat,NACA-M1 AIRFOIL,coordinates,Yes,Yes,No,No,
m10.dat,NACA M10 AIRFOIL,coordinates,Yes,Yes,No,No,
m11.dat,NACA M11 AIRFOIL,coordinates,Yes,Yes,No,No,
m12.dat,NACA M12 AIRFOIL,coordinates,Yes,Yes,No,No,
m13.dat,NACA M13 AIRFOIL,coordinates,Yes,Yes,No,No,
m14.dat,NACA M14 AIRFOIL,coordinates,Yes,Yes,No,No,
m15.dat,NACA M15 AIRFOIL,coordinates,Yes,Yes,No,No,
m16.dat,NACA M16 AIRFOIL,coordinates,Yes,Yes,No,No,
m17.dat,NACA M17 AIRFOIL,coordinates,Yes,Yes,No,No,
m18.dat,NACA M18 AIRFOIL,coordinates,Yes,Yes,No,No,
m19.dat,NACA M19 AIRFOIL,coordinates,Yes,Yes,No,No,
m2.dat,NACA M2 AIRFOIL,coordinates,Yes,Yes,No,No,
m20.dat,NACA M20 AIRFOIL,coordinates,Yes,Yes,No,No,
m21.dat,NACA M21 AIRFOIL,coordinates,Yes,Yes,No,No,
m22.dat,NACA M22 AIRFOIL,coordinates,Yes,Yes,No,No,
m23.dat,NACA M23 AIRFOIL,coordinates,Yes,Yes,No,No,
m24.dat,NACA M24 AIRFOIL,coordinates,Yes,Yes,No,No,
m25.dat,NACA M25 AIRFOIL,coordinates,Yes,Yes,No,No,
m26.dat,NACA M26 AIRFOIL,coordinates,Yes,Yes,No,No,
m27.dat,NACA M27 AIRFOIL,coordinates,Yes,Yes,No,No,
m3.dat,NACA M3 AIRFOIL,coordinates,Yes,Yes,No,No,
m4.dat,NACA M4 AIRFOIL,coordinates,Yes,Yes,No,No,
m5.dat,NACA M5 AIRFOIL,coordinates,Yes,Yes,No,No,
m6.dat,NACA M6 AIRFOIL,coordinates,Yes,Yes,No,No,
m665.dat,M6 (65%),coordinates,Yes,Yes,No,No,
m685.dat,M6 (85%),coordinates,Yes,Yes,No,No,
m7.dat,NACA M7 AIRFOIL,coordinates,Yes,Yes,No,No,
m8.dat,NACA M8 AIRFOIL,coordinates,Yes,Yes,No,No,
m9.dat,NACA M9 AIRFOIL,coordinates,Yes,Yes,No,No,
ma409.dat,MA409 (original),coordinates,Yes,Yes,No,No,
ma409sm.dat,MA409 (smoothed),coordinates,Yes,Yes,No,No,
marsden.dat,Marsden,coordinates,Yes,Yes,No,No,
marske1.dat,MARSKE XM-1D AIRFOIL (F14-3.0),coordinates,Yes,Yes,No,No,
marske2.dat,MARSKE PIONEER IA AIRFOIL (NACA 23112/43012A HYBRID),coordinates,Yes,Yes,No,No,
marske3.dat,MARSKE PIONEER IID ROOT AIRFOIL (NACA 431012A/24112 HYBRID),coordinates,Yes,Yes,No,No,
marske4.dat,MARSKE PIONEER IID TIP AIRFOIL (NACA 431012A*.833 HYBRID),coordinates,Yes,Yes,No,No,
marske5.dat,MARSKE MONARCH AIRFOIL (NACA 43012A),coordinates,Yes,Yes,No,No,
marske7.dat,RONCZ LOW DRAG FLYING WING AIRFOIL,coordinates,Yes,Yes,No,No,
mb253515sm.dat,MB253515 15.0% smoothed,coordinates,Yes,Yes,No,No,
mh102.dat,MH 102  16.99%,coordinates,Yes,Yes,No,No,
mh104.dat,MH 104  15.28%,coordinates,Yes,Yes,No,No,
mh106.dat,MH 106  13.07%,coordinates,Yes,Yes,No,No,
mh108.dat,MH 108  11.98%,coordinates,Yes,Yes,No,No,
mh110.dat,MH 110  10.01%,coordinates,Yes,Yes,No,No,
mh112.dat,MH 112  16.2%,coordinates,Yes,Yes,No,No,
mh113.dat,MH 113  14.62%,coordinates,Yes,Yes,No,No,
mh114.dat,MH 114  13.02%,coordinates,Yes,Yes,No,No,
mh115.dat,MH 115  11.06%,coordinates,Yes,Yes,No,No,
mh116.dat,MH 116  9.84%,coordinates,Yes,Yes,No,No,
mh117.dat,MH 117  9.8%,coordinates,Yes,Yes,No,No,
mh120.dat,MH 120  8.0%,coordinates,Yes,Yes,No,No,
mh121.dat,MH 121  8.76%,coordinates,Yes,Yes,No,No,
mh122.dat,MH 122  9.32%,coordinates,Yes,Yes,No,No,
mh126.dat,MH 126 25.0%,coordinates,Yes,Yes,No,No,
mh150.dat,MH 150  23.89%,coordinates,Yes,Yes,No,No,
mh18.dat,MH 18  11.16%,coordinates,Yes,Yes,No,No,
mh20.dat,MH 20  9.01%,coordinates,Yes,Yes,No,No,
mh200.dat,MH 200  12.97%,coordinates,Yes,Yes,No,No,
mh201.dat,MH 201  13.08%,coordinates,Yes,Yes,No,No,
mh22.dat,MH 22  7.2%,coordinates,Yes,Yes,No,No,
mh23.dat,MH 23  8%,coordinates,Yes,Yes,No,No,
mh24.dat,MH 24  9.01%,coordinates,Yes,Yes,No,No,
mh25.dat,MH 25  9.98%,coordinates,Yes,Yes,No,No,
mh26.dat,MH 26  10.99%,coordinates,Yes,Yes,No,No,
mh27.dat,MH 27  11.99%,coordinates,Yes,Yes,No,No,
mh30.dat,MH 30  7.84%,coordinates,Yes,Yes,No,No,
mh32.dat,MH 32  8.7%,coordinates,Yes,Yes,No,No,
mh33.dat,MH 33,coordinates,Yes,Yes,No,No,
mh38.dat,MH 38  9.68%,coordinates,Yes,Yes,No,No,
mh42.dat,MH 42  8.94%,coordinates,Yes,Yes,No,No,
mh43.dat,MH 43  8.5%,coordinates,Yes,Yes,No,No,
mh44.dat,MH 44  9.66%,coordinates,Yes,Yes,No,No,
mh45.dat,MH 45  9.85%,coordinates,Yes,Yes,No,No,
mh46.dat,MH 46  11.39%,coordinates,Yes,Yes,No,No,
mh49.dat,MH 49,coordinates,Yes,Yes,No,No,
mh60.dat,MH 60  10.08%,coordinates,Yes,Yes,No,No,
mh61.dat,MH 61  10.26%,coordinates,Yes,Yes,No,No,
mh62.dat,MH 62  9.3%,coordinates,Yes,Yes,No,No,
mh64.dat,MH 64  8.59%,coordinates,Yes,Yes,No,No,
mh70.dat,MH 70  11.08%,coordinates,Yes,Yes,No,No,
mh78.dat,MH 78  14.47%,coordinates,Yes,Yes,No,No,
mh80.dat,MH 80  12.72%,coordinates,Yes,Yes,No,No,
mh81.dat,MH 81  13%,coordinates,Yes,Yes,No,No,
mh82.dat,MH 82  13.31%,coordinates,Yes,Yes,No,No,
mh83.dat,MH 83  13.29%,coordinates,Yes,Yes,No,No,
mh84.dat,MH 84  13.69%,coordinates,Yes,Yes,No,No,
mh91.dat,MH 91  14.98%,coordinates,Yes,Yes,No,No,
mh92.dat,MH 92  15.49%,coordinates,Yes,Yes,No,No,
mh93.dat,MH 93  15.98%,coordinates,Yes,Yes,No,No,
mh94.dat,MH 94  16.03%,coordinates,Yes,Yes,No,No,
mh95.dat,MH 95  15.86%,coordinates,Yes,Yes,No,No,
mi-strut1.dat,MI-STRUT1,coordinates,Yes,Yes,No,No,
mi-vawt1.dat,MI-VAWT1,coordinates,Yes,Yes,No,No,
miley.dat,MILEY M06-13-128,coordinates,Yes,Yes,No,No,
mrc-16.dat,MRC-16,coordinates,Yes,Yes,No,No,
mrc-20.dat,MRC-20,coordinates,Yes,Yes,No,No,
ms313.dat,NASA/LANGLEY MS(1)-0313 AIRFOIL,coordinates,Yes,Yes,No,No,
ms317.dat,NASA/LANGLEY MS(1)-0317 AIRFOIL,coordinates,Yes,Yes,No,No,
mue139.dat,MUE 139,coordinates,Yes,Yes,No,No,
n0009sm.dat,NACA-0009 9.0% smoothed,coordinates,Yes,Yes,No,No,
n0011sc.dat,NACA/LANGLEY SYMMETRICAL; SUPERCRITICAL AIRFOIL,coordinates,Yes,Yes,No,No,
n0012.dat,NACA 0012 AIRFOILS,coordinates,Yes,Yes,No,No,
n10.dat,N-10,coordinates,Yes,Yes,No,No,
n11.dat,N-11,coordinates,Yes,Yes,No,No,
n11h9.dat,NACA 11-H-09 AIRFOIL,coordinates,Yes,Yes,No,No,
n12.dat,N-12,coordinates,Yes,Yes,No,No,
n13.dat,N-13,coordinates,Yes,Yes,No,No,
n14.dat,N-14,coordinates,Yes,Yes,No,No,
n1h15.dat,NACA 1-H-15 AIRFOIL,coordinates,Yes,Yes,No,No,
n22.dat,N-22,coordinates,Yes,Yes,No,No,
n24.dat,N-24,coordinates,Yes,Yes,No,No,
n2414.dat,NACA 2414,coordinates,Yes,Yes,No,No,
n2415.dat,NACA 2415,coordinates,Yes,Yes,No,No,
n2h15.dat,NACA 2-H-15 AIRFOIL,coordinates,Yes,Yes,No,No,
n5h10.dat,NACA 5-H-10 AIRFOIL,coordinates,Yes,Yes,No,No,
n5h15.dat,NACA 5-H-15 AIRFOIL,coordinates,Yes,Yes,No,No,
n5h20.dat,NACA 5-H-20 AIRFOIL,coordinates,Yes,Yes,No,No,
n63010a.dat,NACA 63A010 AIRFOIL,coordinates,Yes,Yes,No,No,
n63012a.dat,NACA 63012A AIRFOIL,coordinates,Yes,Yes,No,No,
n63015a.dat,NACA 63-015A AIRFOIL,coordinates,Yes,Yes,No,No,
n63210.dat,NACA 63-210 AIRFOIL,coordinates,Yes,Yes,No,No,
n63212.dat,NACA 63-212 AIRFOIL,coordinates,Yes,Yes,No,No,
n63215.dat,NACA 63-215 AIRFOIL,coordinates,Yes,Yes,No,No,
n63215b.dat,NACA 63(2)-215 MOD B,coordinates,Yes,Yes,No,No,
n63412.dat,NACA 63-412 AIRFOIL,coordinates,Yes,Yes,No,No,
n63415.dat,NACA 63-415 AIRFOIL,coordinates,Yes,Yes,No,No,
n64008a.dat,NACA 64-008A AIRFOIL,coordinates,Yes,Yes,No,No,
n64012.dat,NASA/LANGLEY 64-012 AIRFOIL,coordinates,Yes,Yes,No,No,
n64012a.dat,NACA 64-012A AIRFOIL,coordinates,Yes,Yes,No,No,
n64015.dat,NACA 642-015 AIRFOIL,coordinates,Yes,Yes,No,No,
n64015a.dat,NACA 642-015A AIRFOIL,coordinates,Yes,Yes,No,No,
n6409.dat,NACA6409 9%,coordinates,Yes,Yes,No,No,
n64108.dat,NACA 64-108 AIRFOIL,coordinates,Yes,Yes,No,No,
n64110.dat,NACA 64-110 AIRFOIL,coordinates,Yes,Yes,No,No,
n64212.dat,NACA 64(1)-212,coordinates,Yes,Yes,No,No,
n64212ma.dat,NACA 64(1)-212 MOD A,coordinates,Yes,Yes,No,No,
n64212mb.dat,NACA 64(1)-212 MOD B,coordinates,Yes,Yes,No,No,
n64215.dat,NACA 64-215 AIRFOIL,coordinates,Yes,Yes,No,No,
n642415.dat,NACA 64(2)-415 [NACA 6a series from Theory of Wing Sections],coordinates,Yes,Yes,No,No,
n66021.dat,NACA 66-021 AIRFOIL,coordinates,Yes,Yes,No,No,
n6h10.dat,NACA 6-H-10 AIRFOIL,coordinates,Yes,Yes,No,No,
n6h15.dat,NACA 6-H-15 AIRFOIL,coordinates,Yes,Yes,No,No,
n6h20.dat,NACA 6-H-20 AIRFOIL,coordinates,Yes,Yes,No,No,
n8h12.dat,NACA 8-H-12 AIRFOIL,coordinates,Yes,Yes,No,No,
n9.dat,N-9,coordinates,Yes,Yes,No,No,
naca0006.dat,NACA 0006,coordinates,Yes,Yes,No,No,
naca0008.dat,NACA 0008,coordinates,Yes,Yes,No,No,
naca000834.dat,NACA 0008-34,coordinates,Yes,Yes,No,No,
naca0010.dat,NACA 0010,coordinates,Yes,Yes,No,No,
naca001034.dat,NACA 0010-34,coordinates,Yes,Yes,No,No,
naca001034a08cli0.2.dat,NACA 0010-34 a=0.8 c(li)=0.2,coordinates,Yes,Yes,No,No,
naca001035.dat,NACA 0010-35,coordinates,Yes,Yes,No,No,
naca001064.dat,NACA 0010-64,coordinates,Yes,Yes,No,No,
naca001065.dat,NACA 0010-65,coordinates,Yes,Yes,No,No,
naca001066.dat,NACA 0010-66,coordinates,Yes,Yes,No,No,
naca001234.dat,NACA 0012-34,coordinates,Yes,Yes,No,No,
naca001264.dat,NACA 0012-64,coordinates,Yes,Yes,No,No,
naca001264a08cli0.2.dat,NACA 0012-64 a=0.8 c(li)=0.2,coordinates,Yes,Yes,No,No,
naca0015.dat,NACA 0015,coordinates,Yes,Yes,No,No,
naca0018.dat,NACA 0018,coordinates,Yes,Yes,No,No,
naca0021.dat,NACA 0021,coordinates,Yes,Yes,No,No,
naca0024.dat,NACA 0024,coordinates,Yes,Yes,No,No,
naca1.dat,NACA-1 COWL,coefficients,No,No,Yes,Yes,
naca1408.dat,NACA 1408,coordinates,Yes,Yes,No,No,
naca1410.dat,NACA 1410,coordinates,Yes,Yes,No,No,
naca1412.dat,NACA 1412,coordinates,Yes,Yes,No,No,
naca16006.dat,NACA 16-006,coordinates,Yes,Yes,No,No,
naca16009.dat,NACA 16009,coordinates,Yes,Yes,No,No,
naca16012.dat,NACA 16-012,coordinates,Yes,Yes,No,No,
naca16015.dat,NACA 16-015,coordinates,Yes,Yes,No,No,
naca16018.dat,NACA 16-018,coordinates,Yes,Yes,No,No,
naca16021.dat,NACA 16-021,coordinates,Yes,Yes,No,No,
naca23012.dat,NACA 23012  12%,coordinates,Yes,Yes,No,No,
naca23015.dat,NACA 23015,coordinates,Yes,Yes,No,No,
naca23018.dat,NACA 23018,coordinates,Yes,Yes,No,No,
naca23021.dat,NACA 23021,coordinates,Yes,Yes,No,No,
naca23024.dat,NACA 23024,coordinates,Yes,Yes,No,No,
naca2408.dat,NACA 2408,coordinates,Yes,Yes,No,No,
naca2410.dat,NACA 2410,coordinates,Yes,Yes,No,No,
naca2411.dat,NACA 2.5411,coordinates,Yes,Yes,No,No,
naca2412.dat,NACA 2412,coordinates,Yes,Yes,No,No,
naca2415.dat,NACA 2415,coordinates,Yes,Yes,No,No,
naca2418.dat,NACA 2418,coordinates,Yes,Yes,No,No,
naca2421.dat,NACA 2421,coordinates,Yes,Yes,No,No,
naca2424.dat,NACA 2424,coordinates,Yes,Yes,No,No,
naca4412.dat,NACA 4412,coordinates,Yes,Yes,No,No,
naca4415.dat,NACA 4415,coordinates,Yes,Yes,No,No,
naca4418.dat,NACA 4418,coordinates,Yes,Yes,No,No,
naca4421.dat,NACA 4421,coordinates,Yes,Yes,No,No,
naca4424.dat,NACA 4424,coordinates,Yes,Yes,No,No,
naca63206.dat,NACA 63-206,coordinates,Yes,Yes,No,No,
naca63209.dat,NACA 63-209,coordinates,Yes,Yes,No,No,
naca632615.dat,NACA 63(2)-615,coordinates,Yes,Yes,No,No,
naca632a015.dat,NACA 63(2)A-015,coordinates,Yes,Yes,No,No,
naca633018.dat,NACA 63(3)-018,coordinates,Yes,Yes,No,No,
naca633218.dat,NACA 63(3)-218,coordinates,Yes,Yes,No,No,
naca633418.dat,NACA 63;3-418,coordinates,Yes,Yes,No,No,
naca633618.dat,NACA 63(3)-618,coordinates,Yes,Yes,No,No,
naca634221.dat,NACA 63(4)-221,coordinates,Yes,Yes,No,No,
naca634421.dat,NACA 63(4)-421,coordinates,Yes,Yes,No,No,
naca63a210.dat,NACA 63A210,coordinates,Yes,Yes,No,No,
naca641112.dat,NACA 64(1)-112,coordinates,Yes,Yes,No,No,
naca6412.dat,NACA 6412,coordinates,Yes,Yes,No,No,
naca64206.dat,NACA 64-206,coordinates,Yes,Yes,No,No,
naca64208.dat,NACA 64-208,coordinates,Yes,Yes,No,No,
naca64209.dat,NACA 64-209,coordinates,Yes,Yes,No,No,
naca64210.dat,NACA 64-210,coordinates,Yes,Yes,No,No,
naca642215.dat,NACA 64(2)-215,coordinates,Yes,Yes,No,No,
naca642415.dat,NACA 64(2)-415,coordinates,Yes,Yes,No,No,
naca643218.dat,NACA 64(3)-218,coordinates,Yes,Yes,No,No,
naca643418.dat,NACA 64(3)-418,coordinates,Yes,Yes,No,No,
naca643618.dat,NACA 64(3)-618,coordinates,Yes,Yes,No,No,
naca644221.dat,NACA 64(4)-221,coordinates,Yes,Yes,No,No,
naca644421.dat,NACA 64(4)-421,coordinates,Yes,Yes,No,No,
naca64a010.dat,NACA 64A-010 10.0%,coordinates,Yes,Yes,No,No,
naca64a210.dat,NACA 64A210,coordinates,Yes,Yes,No,No,
naca64a410.dat,NACA 64A410,coordinates,Yes,Yes,No,No,
naca651212.dat,NACA 65(1)-212,coordinates,Yes,Yes,No,No,
naca651212a06.dat,NACA 65(1)-212 a=0.6,coordinates,Yes,Yes,No,No,
naca651412.dat,NACA 65(1)-412,coordinates,Yes,Yes,No,No,
naca65206.dat,NACA 65-206,coordinates,Yes,Yes,No,No,
naca65209.dat,NACA 65-209,coordinates,Yes,Yes,No,No,
naca65210.dat,NACA 65-210,coordinates,Yes,Yes,No,No,
naca652215.dat,NACA 65(2)-215,coordinates,Yes,Yes,No,No,
naca652415.dat,NACA 65(2)-415,coordinates,Yes,Yes,No,No,
naca652415a05.dat,NACA 65(2)-415 a=0.5,coordinates,Yes,Yes,No,No,
naca653218.dat,NACA 65(3)-218,coordinates,Yes,Yes,No,No,
naca653618.dat,NACA 65(3)-618,coordinates,Yes,Yes,No,No,
naca65410.dat,NACA 65-410,coordinates,Yes,Yes,No,No,
naca654221.dat,NACA 65(4)-221,coordinates,Yes,Yes,No,No,
naca654421.dat,NACA 65(4)-421,coordinates,Yes,Yes,No,No,
naca654421a05.dat,NACA 65(4)-421 a=0.5,coordinates,Yes,Yes,No,No,
naca66-018.dat,NACA 66-018,coordinates,Yes,Yes,No,No,
naca661212.dat,NACA 66(1)-212,coordinates,Yes,Yes,No,No,
naca66206.dat,NACA 66-206,coordinates,Yes,Yes,No,No,
naca66209.dat,NACA 66-209,coordinates,Yes,Yes,No,No,
naca66210.dat,NACA 66-210,coordinates,Yes,Yes,No,No,
naca662215.dat,NACA 66(2)-215,coordinates,Yes,Yes,No,No,
naca662415.dat,NACA 66(2)-415,coordinates,Yes,Yes,No,No,
naca663218.dat,NACA 66(3)-218,coordinates,Yes,Yes,No,No,
naca663418.dat,NACA 66(3)-418,coordinates,Yes,Yes,No,No,
naca664221.dat,NACA 66(4)-221,coordinates,Yes,Yes,No,No,
naca671215.dat,NACA 67;1-215,coordinates,Yes,Yes,No,No,
naca747a315.dat,NACA 747A315,coordinates,Yes,Yes,No,No,
naca747a415.dat,NACA 747A415,coordinates,Yes,Yes,No,No,
nacacyh.dat,NACA CYH,coordinates,Yes,Yes,No,No,
nacam12.dat,NACA M12,coordinates,Yes,Yes,No,No,
nacam18.dat,NACA M18,coordinates,Yes,Yes,No,No,
nacam2.dat,NACA M2,coordinates,Yes,Yes,No,No,
nacam3.dat,NACA M3,coordinates,Yes,Yes,No,No,
nacam6.dat,NACA M6,coordinates,Yes,Yes,No,No,
nasasc2-0714.dat,SC(2)-0714 | Supercritical airfoil (coordinates from Raymer w/ one correction). These coordinates are actual model coordinates; not coordinates as designed. Ref: NASA TP-2890,coordinates,Yes,Yes,No,No,
ncambre.dat,ONERA NACA CAMBRE AIRFOIL,coordinates,Yes,Yes,No,No,
nl722343.dat,NLR-7223-43 AIRFOIL,coordinates,Yes,Yes,No,No,
nl722362.dat,NLR-7223-62 AIRFOIL,coordinates,Yes,Yes,No,No,
nlf0115.dat,NASA NLF(1)-0115,coordinates,Yes,Yes,No,No,
nlf0215f.dat,NASA NLF(1)-0215F,coordinates,Yes,Yes,No,No,
nlf1015.dat,NASA NLF(1)-1015,coordinates,Yes,Yes,No,No,
nlf414f.dat,NASA NLF(1)-0414F,coordinates,Yes,Yes,No,No,
nlf415.dat,NASA/DLR NLF(2)-0415,coordinates,Yes,Yes,No,No,
nlf416.dat,NASA NLF(1)-0416,coordinates,Yes,Yes,No,No,
nlr1t.dat,NLR-1T AIRFOIL,coordinates,Yes,Yes,No,No,
nlr7301.dat,NLR-7301 AIRFOIL,coordinates,Yes,Yes,No,No,
nn7mk20.dat,NN7 MK20,coordinates,Yes,Yes,No,No,
npl9510.dat,NPL 9510 AIRFOIL,coordinates,Yes,Yes,No,No,
npl9615.dat,NPL 9615 AIRFOIL,coordinates,Yes,Yes,No,No,
npl9626.dat,NPL 9626 AIRFOIL,coordinates,Yes,Yes,No,No,
npl9627.dat,NPL 9627 AIRFOIL,coordinates,Yes,Yes,No,No,
npl9660.dat,NPL 9660 AIRFOIL,coordinates,Yes,Yes,No,No,
nplx.dat,NPL AIRFOIL FROM ARC CP 1372,coordinates,Yes,Yes,No,No,
oa206.dat,ONERA OA206 AIRFOIL,coordinates,Yes,Yes,No,No,
oa209.dat,ONERA OA209 AIRFOIL,coordinates,Yes,Yes,No,No,
oa212.dat,ONERA OA212 AIRFOIL,coordinates,Yes,Yes,No,No,
oa213.dat,ONERA OA213 AIRFOIL,coordinates,Yes,Yes,No,No,
oaf095.dat,OAF095 AIRFOIL,coordinates,Yes,Yes,No,No,
oaf102.dat,OAF102 AIRFOIL,coordinates,Yes,Yes,No,No,
oaf117.dat,OAF117 AIRFOIL,coordinates,Yes,Yes,No,No,
oaf128.dat,OAF128 AIRFOIL,coordinates,Yes,Yes,No,No,
oaf139.dat,OAF139 AIRFOIL,coordinates,Yes,Yes,No,No,
p51droot.dat,P-51D ROOT (BL17.5) AIRFOIL,coordinates,Yes,Yes,No,No,
p51dtip.dat,P-51D TIP (BL215) AIRFOIL,coordinates,Yes,Yes,No,No,
p51hroot.dat,NACA 66;2-(1.8)15.5 A=.6 P-51 ROOT AIRFOIL,coordinates,Yes,Yes,No,No,
p51htip.dat,NACA 66;2-(1.8)12 A=.6 P-51 TIP AIRFOIL,coordinates,Yes,Yes,No,No,
pfcm.dat,PROPFAN CRUISE MISSILE WING AIRFOIL,coordinates,Yes,Yes,No,No,
pmc19sm.dat,PMC19 Smoothed,coordinates,Yes,Yes,No,No,
prandtl-d-centerline.dat,Prandtl-D Centerline NASA TP-2016-219072,coordinates,Yes,Yes,No,No,
prandtl-d-wingtip.dat,Prandtl-D Wingtip NASA TP-2016-219072,coordinates,Yes,Yes,No,No,
psu-90-125wl.dat,PSU-90-125WL,coordinates,Yes,Yes,No,No,
psu94097.dat,PSU 94-097 (AIAA 2001-2478),coordinates,Yes,Yes,No,No,
pt40.dat,PT40,coordinates,Yes,Yes,No,No,
r1046.dat,RONCZ 1046 VOYAGER CANARD AIRFOIL,coordinates,Yes,Yes,No,No,
r1080.dat,RONCZ 1080 VOYAGER INNER AFT WING AIRFOIL,coordinates,Yes,Yes,No,No,
r1082.dat,RONCZ 1082 VOYAGER ROOT OUTER AFT WING AIRFOIL,coordinates,Yes,Yes,No,No,
r1082t.dat,RONCZ 1082T VOYAGER TIP OUTER AFT WING AIRFOIL,coordinates,Yes,Yes,No,No,
r1145ms.dat,RONCZ R1145MS AIRFOIL,coordinates,Yes,Yes,No,No,
r1145msf.dat,RONCZ R1145MS FLAP ELEMENT (LONG EZ PIVOT X=0.6874131; Z=-.0138996),coordinates,Yes,Yes,No,No,
r1145msm.dat,RONCZ R1145MS MAIN ELEMENT,coordinates,Yes,Yes,No,No,
r140.dat,R140 (original),coordinates,Yes,Yes,No,No,
